Date,Open,High,Low,Close,Adj Close,Volume
2020-10-29,347.260010,359.440002,345.369995,355.010010,352.010620,1569700
2020-10-30,349.390015,352.989990,344.420013,349.630005,346.676086,1853000
2020-11-02,355.040009,355.390015,348.350006,351.250000,348.282379,1175700
2020-11-03,355.950012,359.239990,346.660004,353.760010,350.771179,1545700
2020-11-04,360.480011,368.980011,357.140015,364.630005,361.549347,2127700
2020-11-05,372.359985,382.649994,372.010010,380.869995,377.652130,2178300
2020-11-06,380.049988,383.670013,377.170013,380.619995,377.404236,1354500
2020-11-09,389.100006,393.890015,375.010010,375.540009,372.367188,2408800
2020-11-10,370.320007,373.200012,360.359985,363.130005,360.062012,2678400
2020-11-11,370.859985,377.140015,368.549988,375.920013,372.743958,1513300
2020-11-12,377.230011,378.600006,368.279999,370.200012,367.072296,1216000
2020-11-13,375.000000,377.329987,371.579987,373.500000,370.344391,1099700
2020-11-16,374.809998,381.369995,374.000000,380.809998,377.592651,1210000
2020-11-17,378.660004,382.440002,377.029999,380.600006,377.384430,1195000
2020-11-18,379.890015,384.940002,379.619995,380.619995,377.404236,1351700
2020-11-19,377.720001,384.839996,374.350006,384.329987,381.082886,1455500
2020-11-20,384.309998,388.850006,382.700012,383.329987,380.091339,1614000
2020-11-23,385.369995,389.149994,383.000000,387.000000,383.730347,1221200
2020-11-24,388.619995,392.809998,386.179993,392.230011,388.916168,1345500
2020-11-25,392.839996,395.500000,389.000000,390.829987,387.527985,1178700
2020-11-27,393.149994,399.170013,393.000000,394.950012,391.613190,684600
2020-11-30,394.019989,402.160004,392.739990,401.579987,398.187164,1545400
2020-12-01,403.459991,406.679993,400.119995,404.570007,401.151917,1818100
2020-12-02,404.739990,405.410004,401.109985,403.730011,400.319000,1003100
2020-12-03,404.500000,406.640015,398.100006,399.799988,396.422180,1612000
2020-12-04,402.399994,412.399994,402.390015,411.679993,408.201813,2008300
2020-12-07,416.410004,422.839996,413.339996,420.890015,417.334045,1970700
2020-12-08,419.279999,426.700012,418.160004,423.410004,419.832733,1812100
2020-12-09,419.470001,426.100006,413.670013,416.220001,412.703461,2090800
2020-12-10,411.440002,415.250000,408.010010,410.040009,406.575684,2624400
2020-12-11,404.000000,407.000000,398.279999,405.820007,402.391357,2666400
2020-12-14,406.529999,414.299988,406.000000,411.799988,408.320801,2611600
2020-12-15,415.279999,419.390015,412.989990,418.059998,414.527924,2122100
2020-12-16,418.000000,427.149994,416.959991,424.899994,421.310120,2316000
2020-12-17,426.500000,430.010010,424.549988,426.100006,422.500000,1715200
2020-12-18,424.799988,435.649994,422.000000,434.559998,434.559998,4523100
